"w","gs","B"
0.175523596965492,0.0587110962302522,-3.5527136788005e-15
0.183768360995837,0.0733529574428627,3.65058322317547
0.192013125026182,0.0869095363550239,6.1330458790666
0.200257889056527,0.0994074761363353,7.8293012499365
0.208502653086872,0.110805098442976,9.00900462427504
0.216747417117217,0.121076530415342,9.84829345538976
0.224992181147562,0.130236237400305,10.4596851484478
0.233236945177907,0.138336552015312,10.9152451331589
0.241481709208252,0.145455957619678,11.2617968683625
0.249726473238598,0.151686863061087,11.5303653680499
0.257971237268943,0.157125874271913,11.7419541592602
0.266216001299288,0.161867215767539,11.9110926419222
0.274460765329633,0.165998838552492,12.0480424760013
0.282705529359978,0.169600493733342,12.1601936735088
0.290950293390323,0.172743093344956,12.2529649268838
0.299195057420668,0.175488809532448,12.3303956352585
0.307439821451013,0.177891724519781,12.3955427285797
0.315684585481358,0.179998515141477,12.4507515950828
0.323929349511703,0.181849376926717,12.4978443129055
0.332174113542048,0.183478793878102,12.538252591971
0.340418877572393,0.184916349011026,12.5731131185863
0.348663641602739,0.186187395817412,12.6033369201598
0.356908405633084,0.187313677023765,12.6296605045858
0.365153169663429,0.188313847863995,12.6526840305911
0.373397933693774,0.189203940738585,12.6729001264261
0.381642697724119,0.189997743709863,12.6907158806945
0.389887461754464,0.190707146151986,12.7064697893514
0.398132225784809,0.191342408750445,12.7204449361507
0.406376989815154,0.191912413740088,12.7328793315516
0.414621753845499,0.192424847249592,12.7439740874185
0.422866517875844,0.192886424700091,12.7538999286398
0.431111281906189,0.193302924917521,12.7628024160486
0.439356045936534,0.193679433862112,12.7708061629068
0.44760080996688,0.19402039322701,12.7780182596042
0.455845573997225,0.194329675082425,12.7845310711337
0.46409033802757,0.194610673625077,12.7904245344737
0.472335102057915,0.19486639522482,12.7957680547996
0.48057986608826,0.195099470438749,12.8006220780233
0.488824630118605,0.195312214421331,12.8050394007687
0.49706939414895,0.195506706607491,12.8090662662568
0.505314158179295,0.19568475424033,12.8127432847794
0.51355892220964,0.195847962962092,12.8161062097869
0.521803686239985,0.195997791126363,12.8191865946113
0.53004845027033,0.196135497396163,12.8220123500999
0.538293214300675,0.196262231569834,12.8246082196647
0.546537978331021,0.196379002980171,12.8269961852473
0.554782742361366,0.196486740448625,12.829195815284
0.563027506391711,0.196586234128896,12.8312245638108
0.571272270422056,0.196678234320041,12.8330980282739
0.579517034452401,0.196763396068328,12.8348301723305
0.587761798482746,0.196842320143108,12.8364335188799
0.596006562513091,0.196915533013587,12.8379193177065
0.604251326543436,0.196983514707476,12.8392976914149
0.612496090573781,0.197046708877567,12.8405777627503
0.620740854604126,0.197105493221951,12.8417677659211
0.628985618634471,0.197160254153955,12.8428751441344
0.637230382664816,0.197211284388402,12.8439066352256
0.645475146695161,0.19725889990911,12.8448683469795
0.653719910725507,0.197303354043186,12.8457658235104
0.661964674755852,0.19734491405848,12.846604103867
0.670209438786197,0.197383779436297,12.8473877738648
0.678454202816542,0.197420167888449,12.8481210120064
0.686698966846887,0.197454253253425,12.8488076302321
0.694943730877232,0.197486212292283,12.8494511101384
0.703188494907577,0.197516211889135,12.8500546352221
0.711433258937922,0.197544365327278,12.8506211196262
0.719678022968267,0.197570826116989,12.8511532338065
0.727922786998612,0.197595703608825,12.851653427481
0.736167551028957,0.1976191246646,12.8521239501788
0.744412315059302,0.197641168528683,12.852566869663
0.752657079089648,0.197661945010383,12.8529840884713
0.760901843119993,0.197681525594716,12.853377358784
0.769146607150338,0.197700004522065,12.8537482958061
0.777391371180683,0.197717455239827,12.8540983898263
0.785636135211028,0.197733933831518,12.8544290170971
0.793880899241373,0.197749505982577,12.854741449662
0.802125663271718,0.197764235737106,12.855036864242
0.810370427302063,0.197778167361485,12.8553163502807
0.818615191332408,0.197791373556868,12.8555809172351
0.826859955362753,0.197803874879168,12.8558315011899
0.835104719393098,0.19781571100951,12.8560689708639
0.843349483423444,0.197826966424029,12.8562941330709
0.851594247453789,0.197837621953653,12.8565077376887
0.859839011484134,0.197847736861815,12.8567104821845
0.868083775514479,0.19785735513316,12.8569030157417
0.876328539544824,0.197866481320907,12.8570859430246
0.884573303575169,0.197875178534249,12.8572598276184
0.892818067605514,0.19788343154848,12.8574251951727
0.901062831635859,0.197891280155557,12.8575825362784
0.909307595666204,0.197898769444381,12.8577323091019
0.917552359696549,0.197905898192497,12.8578749418002
0.925797123726894,0.197912684977424,12.8580108347347
0.934041887757239,0.197919157256262,12.8581403625051
0.942286651787584,0.197925329531433,12.858263875817
0.95053141581793,0.197931214360703,12.8583817031992
0.958776179848275,0.197936838461899,12.8584941525843
0.96702094387862,0.197942207706159,12.8586015127635
0.975265707908965,0.197947333563617,12.8587040547279
0.98351047193931,0.19795222567199,12.8588020329044
0.991755235969655,0.197956907796983,12.8588956862977
1,0.197961388202373,12.8589852395431
