d,ca,k,MAP,wL,fwL,averA,E/MAP,averm,averB,averw,averci/ca
4.602,400,0.1,2200,0.164053252,0.038971502,13.06644673,0.852223685,0.883500267,12.18294646,0.571344146,0.799425981
4.248,400,0.1,2200,0.167721793,0.027160673,13.16840724,0.822539251,0.84155871,12.32684853,0.613845057,0.8046888
3.894,400,0.1,2200,0.171818166,0.017376578,13.22183821,0.786415711,0.806915381,12.41492283,0.659621666,0.806759579
3.54,400,0.1,2200,0.176439614,0.009924633,13.21466703,0.743148813,0.784011538,12.4306555,0.707476468,0.804854201
3.186,400,0.1,2200,0.181718539,0.004866898,13.13611052,0.69246206,0.777146676,12.35896384,0.755569891,0.798270101
2.832,400,0.1,2200,0.187841081,0.001937257,12.97763616,0.63467042,0.789349132,12.18828703,0.801634973,0.786453085
2.478,400,0.1,2200,0.195079461,0.00057514,12.73157009,0.570652977,0.82139409,11.910176,0.843496777,0.768922785
2.124,400,0.1,2200,0.203852183,0.000111133,12.38539326,0.501530422,0.87178275,11.51361051,0.879709771,0.744941859
1.77,400,0.1,2200,0.214846077,1.10E-05,11.91058521,0.428183053,0.93791115,10.97267406,0.909953923,0.712884469
1.416,400,0.1,2200,0.229293694,3.47E-07,11.24403492,0.350886043,1.017210817,10.2268241,0.934886054,0.669269052
1.062,400,0.1,2200,0.249714876,1.18E-09,10.25104297,0.269265266,1.104807123,9.146235847,0.955593048,0.607079793
0.708,400,0.1,2200,0.282470866,1.66E-14,8.627220024,0.182449736,1.178154676,7.449065347,0.973101041,0.511974641
0.354,400,0.1,2200,0.351973956,8.35E-29,5.592982246,0.089264697,1.1085582,4.484424046,0.988185152,0.353333807
5.31,400,0.025,2500,0.157723103,0.295531864,9.605733735,0.593058551,0.777683469,8.828050266,0.431162492,0.588713038
4.956,400,0.025,2500,0.160739207,0.27418563,9.838945639,0.581224288,0.794457256,9.044488383,0.447197851,0.6022729
4.602,400,0.025,2500,0.164053252,0.251477087,10.07949271,0.56792198,0.812302131,9.267190579,0.464970779,0.616160848
4.248,400,0.025,2500,0.167721793,0.227350204,10.32526515,0.552865211,0.831337146,9.493928003,0.484777183,0.630224397
3.894,400,0.025,2500,0.171818166,0.201787339,10.57275364,0.535692965,0.851709682,9.72104396,0.506977177,0.644214696
3.54,400,0.025,2500,0.176439614,0.174840215,10.81599262,0.515946228,0.873613104,9.942379513,0.532008993,0.657733822
3.186,400,0.025,2500,0.181718539,0.146680869,11.0454133,0.493038497,0.897318618,10.14809468,0.560402565,0.670151416
2.832,400,0.025,2500,0.187841081,0.117682357,11.24554625,0.466218033,0.923236975,10.32230927,0.592787737,0.680472295
2.478,400,0.025,2500,0.195079461,0.08854343,11.39147843,0.434528581,0.952036559,10.43944187,0.629884084,0.687125924
2.124,400,0.025,2500,0.203852183,0.060461846,11.44303581,0.396776978,0.984860252,10.45817556,0.672440172,0.687633383
1.77,400,0.025,2500,0.214846077,0.035320298,11.33537842,0.351558679,1.023667791,10.31171063,0.721056233,0.678099209
1.416,400,0.025,2500,0.229293694,0.015686782,10.96379069,0.297431852,1.071451358,9.892339328,0.775764825,0.652476252
1.062,400,0.025,2500,0.249714876,0.004028715,10.15679402,0.233422607,1.130340823,9.026453197,0.835241086,0.601534689
0.708,400,0.025,2500,0.282470866,0.000265413,8.606289883,0.15986367,1.185938501,7.420351382,0.895981098,0.510806009
0.354,400,0.025,2500,0.351973956,7.67E-08,5.586122314,0.078416425,1.110653447,4.475468867,0.953387933,0.353000451
5.31,400,0.1,2500,0.157723103,0.046141186,13.15890535,0.83411811,0.846885685,12.31201966,0.565434229,0.807437662
4.956,400,0.1,2500,0.160739207,0.034990898,13.26729058,0.809584464,0.813069446,12.45422113,0.599307935,0.813302282
4.602,400,0.1,2500,0.164053252,0.025155806,13.34478078,0.78077352,0.782877578,12.5619032,0.635691987,0.817119148
4.248,400,0.1,2500,0.167721793,0.016897746,13.38361569,0.74718588,0.758769675,12.62484602,0.674148109,0.818381998
3.894,400,0.1,2500,0.171818166,0.010400742,13.37596818,0.708452472,0.743509195,12.63245899,0.713931879,0.81657787
3.54,400,0.1,2500,0.176439614,0.00571195,13.31455434,0.664422025,0.739829779,12.57472456,0.753984492,0.8112266
3.186,400,0.1,2500,0.181718539,0.002696436,13.19297134,0.615234137,0.749951711,12.44301962,0.793014384,0.801904798
2.832,400,0.1,2500,0.187841081,0.001036434,13.00505188,0.561316294,0.775102208,12.22994967,0.829691098,0.788210451
2.478,400,0.1,2500,0.195079461,0.000298604,12.74233247,0.503276462,0.815309356,11.92702311,0.862923585,0.769615508
2.124,400,0.1,2500,0.203852183,5.63E-05,12.38876468,0.441694283,0.869734322,11.51903036,0.892116353,0.745160142
1.77,400,0.1,2500,0.214846077,5.49E-06,11.9115045,0.376893626,0.937340857,10.97416365,0.917265527,0.71294423
1.416,400,0.1,2500,0.229293694,1.72E-07,11.24433148,0.308804913,1.017040539,10.22729094,0.938831421,0.669288029
1.062,400,0.1,2500,0.249714876,5.82E-10,10.25117588,0.236961374,1.104740734,9.14643515,0.957468848,0.6070879
0.708,400,0.1,2500,0.282470866,8.36E-15,8.627284155,0.160558158,1.178128198,7.449155957,0.97380157,0.511978246
0.354,400,0.1,2500,0.351973956,4.43E-29,5.593003285,0.078553353,1.108551795,4.484451491,0.988322356,0.353332699
5.31,400,0.025,2800,0.157723103,0.279721293,9.842742026,0.545870927,0.766303554,9.076438472,0.44673945,0.603392699
4.956,400,0.025,2800,0.160739207,0.258854331,10.06855946,0.534132567,0.782823509,9.285735953,0.46287922,0.616479123
4.602,400,0.025,2800,0.164053252,0.23674377,10.29997649,0.521005007,0.80045197,9.499524517,0.480705343,0.629785498
4.248,400,0.025,2800,0.167721793,0.213356189,10.53456672,0.506229109,0.819329639,9.715237078,0.500494021,0.643139949
3.894,400,0.025,2800,0.171818166,0.188699489,10.76846079,0.489481673,0.83963465,9.928826142,0.522578624,0.656272051
3.54,400,0.025,2800,0.176439614,0.162852636,10.99532107,0.470356214,0.861603701,10.13371737,0.547361135,0.668761353
3.186,400,0.025,2800,0.181718539,0.136013388,11.20522756,0.448339729,0.885568211,10.31965935,0.575322667,0.679956964
2.832,400,0.025,2800,0.187841081,0.108571899,11.38248568,0.422783726,0.912020236,10.47046545,0.60702842,0.688851397
2.478,400,0.025,2800,0.195079461,0.081221136,11.50227551,0.392876125,0.941731403,10.5605441,0.64311563,0.693882089
2.124,400,0.025,2800,0.203852183,0.055104319,11.52518142,0.357621366,0.975958093,10.54922332,0.68423703,0.692619718
1.77,400,0.025,2800,0.214846077,0.031960696,11.38831711,0.315871176,1.016736657,10.37158045,0.730905526,0.68129208
1.416,400,0.025,2800,0.229293694,0.014086793,10.99063291,0.266474549,1.066974549,9.923658359,0.783139576,0.65407889
1.062,400,0.025,2800,0.249714876,0.00359127,10.16555267,0.208680562,1.128330047,9.037222623,0.839812369,0.602047641
0.708,400,0.025,2800,0.282470866,0.000235362,8.607576272,0.142770121,1.185509584,7.422066688,0.897988722,0.510877628
0.354,400,0.025,2800,0.351973956,6.82E-08,5.586229451,0.070016562,1.110620576,4.475608875,0.953806164,0.353005652
5.31,400,0.1,2800,0.157723103,0.032854483,13.41432195,0.771751261,0.762082836,12.65223912,0.618133013,0.823675061
4.956,400,0.1,2800,0.160739207,0.024341262,13.47752693,0.74462952,0.739438016,12.73808891,0.649636688,0.826677597
4.602,400,0.1,2800,0.164053252,0.017074269,13.50969485,0.713877754,0.721704888,12.78798996,0.682597347,0.827620663
4.248,400,0.1,2800,0.167721793,0.01118047,13.50532201,0.679268918,0.710737765,12.79458425,0.716545375,0.826140857
3.894,400,0.1,2800,0.171818166,0.006706544,13.45909342,0.640696896,0.708427682,12.75066574,0.750837278,0.821884723
3.54,400,0.1,2800,0.176439614,0.003591252,13.3660133,0.598207166,0.716476155,12.64953714,0.784685673,0.814517961
3.186,400,0.1,2800,0.181718539,0.001655425,13.2211028,0.552008114,0.736144191,12.48495861,0.817237812,0.803708643
2.832,400,0.1,2800,0.187841081,0.000622829,13.01822068,0.502431786,0.768078944,12.25014174,0.847699884,0.789057897
2.478,400,0.1,2800,0.195079461,0.000176218,12.7474574,0.44984618,0.812339494,11.93511791,0.875481952,0.769947052
2.124,400,0.1,2800,0.203852183,3.28E-05,12.39042431,0.394530768,0.86870637,11.52171794,0.900309956,0.745268264
1.77,400,0.1,2800,0.214846077,3.16E-06,11.91200934,0.336559209,0.937025775,10.97498356,0.922247685,0.712977214
1.416,400,0.1,2800,0.229293694,9.85E-08,11.24452178,0.275733226,1.016931436,10.22759035,0.941613926,0.669300223
1.062,400,0.1,2800,0.249714876,3.34E-10,10.25126987,0.211577671,1.104693801,9.146576074,0.958835432,0.607093634
0.708,400,0.1,2800,0.282470866,4.87E-15,8.627331838,0.143357087,1.178108512,7.449223326,0.974326942,0.511980926
0.354,400,0.1,2800,0.351973956,2.69E-29,5.593019453,0.07013721,1.108546872,4.484472581,0.988427947,0.35333347
5.31,400,0.025,3100,0.157723103,0.26698909,10.03370369,0.504972044,0.75701766,9.276686035,0.459602683,0.615221406
4.956,400,0.025,3100,0.160739207,0.246560291,10.25278899,0.49346912,0.77337126,9.479417726,0.475779941,0.627878484
4.602,400,0.025,3100,0.164053252,0.224984433,10.47606357,0.480657567,0.790869388,9.685194186,0.493596458,0.640667764
4.248,400,0.025,3100,0.167721793,0.202244807,10.70086785,0.466302338,0.80967051,9.89119734,0.513312299,0.653403121
3.894,400,0.025,3100,0.171818166,0.178367621,10.92307521,0.450112583,0.829977426,10.09309778,0.535239385,0.665798795
3.54,400,0.025,3100,0.176439614,0.153450497,11.13609541,0.431725668,0.852060809,10.2840346,0.559751242,0.677419115
3.186,400,0.025,3100,0.181718539,0.127707332,11.32979073,0.410688349,0.876298138,10.4534926,0.587291536,0.687600667
2.832,400,0.025,3100,0.187841081,0.101536094,11.48836969,0.386433814,0.903241961,10.58512772,0.61837716,0.695331188
2.478,400,0.025,3100,0.195079461,0.075618173,11.58718503,0.358260798,0.933738069,10.65344696,0.653585739,0.699060535
2.124,400,0.025,3100,0.203852183,0.051046785,11.58751861,0.325321025,0.969119939,10.61839868,0.693503571,0.696404362
1.77,400,0.025,3100,0.214846077,0.029444898,11.42807282,0.286650881,1.011467007,10.41660582,0.738588081,0.683690362
1.416,400,0.025,3100,0.229293694,0.012902847,11.01058861,0.24130086,1.063603978,9.946984635,0.788861054,0.655270653
1.062,400,0.025,3100,0.249714876,0.003271251,10.17202341,0.188665228,1.126825632,9.045197774,0.84335511,0.602426694
0.708,400,0.025,3100,0.282470866,0.000213565,8.608538819,0.128977244,1.185185986,7.423352833,0.899556172,0.51093122
0.354,400,0.025,3100,0.351973956,6.20E-08,5.586313895,0.063242116,1.110594672,4.475719223,0.954138075,0.353009752
5.31,400,0.1,3100,0.157723103,0.024259587,13.58087691,0.713300443,0.705661306,12.87521561,0.658500486,0.834275904
4.956,400,0.1,3100,0.160739207,0.017668123,13.61046886,0.685282044,0.691935425,12.91853343,0.687264041,0.835146391
4.602,400,0.1,3100,0.164053252,0.012176541,13.61070197,0.654276272,0.683478197,12.92722377,0.716836977,0.834061926
4.248,400,0.1,3100,0.167721793,0.007832299,13.57750036,0.620194735,0.681670804,12.89582956,0.746810466,0.830749759
3.894,400,0.1,3100,0.171818166,0.004616002,13.50687186,0.583037703,0.687846794,12.81902507,0.776680934,0.824940713
3.54,400,0.1,3100,0.176439614,0.002430262,13.39475737,0.542899203,0.703156738,12.69160063,0.805881808,0.816360556
3.186,400,0.1,3100,0.181718539,0.001102779,13.23645521,0.499959119,0.728447223,12.50800799,0.833842203,0.804695861
2.832,400,0.1,3100,0.187841081,0.000409144,13.02530996,0.45444374,0.764216525,12.26109344,0.860062903,0.789515708
2.478,400,0.1,3100,0.195079461,0.000114405,12.75022845,0.406563499,0.810701183,11.93952727,0.884196911,0.770127127
2.124,400,0.1,3100,0.203852183,2.11E-05,12.39135865,0.3564357,0.868119177,11.52323948,0.90610475,0.745329453
1.77,400,0.1,3100,0.214846077,2.02E-06,11.9123227,0.304016017,0.936829505,10.97549319,0.925856898,0.712997763
1.416,400,0.1,3100,0.229293694,6.28E-08,11.2446543,0.249058564,1.016855548,10.22779875,0.943681239,0.66930872
1.062,400,0.1,3100,0.249714876,2.14E-10,10.25133987,0.191105787,1.104658854,9.14668102,0.95987534,0.607097904
0.708,400,0.1,3100,0.282470866,3.15E-15,8.627368683,0.129484929,1.178093301,7.449275381,0.97473555,0.511982997
0.354,400,0.1,3100,0.351973956,1.80E-29,5.593032266,0.063349945,1.108542972,4.484489295,0.988511721,0.35333408
5.31,400,0.025,3400,0.157723103,0.256545824,10.1904005,0.469354677,0.74932146,9.44107904,0.470372241,0.624928341
4.956,400,0.025,3400,0.160739207,0.236511471,10.40344154,0.458163725,0.765564667,9.637876878,0.48654771,0.637200942
4.602,400,0.025,3400,0.164053252,0.215409432,10.61951315,0.445741675,0.782985592,9.836527561,0.504320162,0.649533723
4.248,400,0.025,3400,0.167721793,0.193235636,10.83579792,0.431874333,0.801757363,10.03404055,0.523936377,0.661729849
3.894,400,0.025,3400,0.171818166,0.170029752,11.04792698,0.416298346,0.822102793,10.22582419,0.545690884,0.673492383
3.54,400,0.025,3400,0.176439614,0.145902517,11.24918803,0.398687649,0.844319629,10.4048684,0.569934523,0.684375113
3.186,400,0.025,3400,0.181718539,0.12107813,11.42928871,0.378637864,0.868821352,10.56046735,0.597081649,0.693706929
2.832,400,0.025,3400,0.187841081,0.095957278,11.57241026,0.355647597,0.896206741,10.67620352,0.627612138,0.700474865
2.478,400,0.025,3400,0.195079461,0.071207788,11.65410457,0.329102402,0.927376638,10.72672794,0.662059083,0.70314236
2.124,400,0.025,3400,0.203852183,0.047878632,11.63627175,0.29826671,0.963718974,10.67255278,0.70096096,0.699364738
1.77,400,0.025,3400,0.214846077,0.027497777,11.45891467,0.262314603,1.007337628,10.45157705,0.744738441,0.685551241
1.416,400,0.025,3400,0.229293694,0.011994923,11.02595163,0.220442373,1.060982194,9.964969439,0.793424001,0.656188326
1.062,400,0.025,3400,0.249714876,0.003027983,10.17698287,0.172144386,1.125660595,9.051322274,0.846179606,0.602717277
0.708,400,0.025,3400,0.282470866,0.000197102,8.609284937,0.117613646,1.18493348,7.424351457,0.90081372,0.510972765
0.354,400,0.025,3400,0.351973956,5.74E-08,5.586382166,0.057662924,1.110573732,4.475808434,0.95440789,0.353013066
5.31,400,0.1,3400,0.157723103,0.018551256,13.69223421,0.660429598,0.667329158,13.02490506,0.689477224,0.841370563
4.956,400,0.1,3400,0.160739207,0.013340099,13.69735419,0.632529528,0.660385521,13.03696867,0.715663533,0.840687296
4.602,400,0.1,3400,0.164053252,0.009076136,13.67521965,0.602176026,0.6586601,13.01655955,0.742282529,0.83818129
4.248,400,0.1,3400,0.167721793,0.005763697,13.62258115,0.56934454,0.663213161,12.95936799,0.769000335,0.833632401
3.894,400,0.1,3400,0.171818166,0.003354717,13.53609257,0.534070982,0.6750448,12.86104777,0.795431073,0.826812798
3.54,400,0.1,3400,0.176439614,0.001745404,13.41201996,0.496446973,0.695017956,12.71700201,0.821163134,0.81746933
3.186,400,0.1,3400,0.181718539,0.000783424,13.24555077,0.456607388,0.723804994,12.52174578,0.845800253,0.805282131
2.832,400,0.1,3400,0.187841081,0.000287871,13.02948846,0.41469814,0.761898734,12.26758973,0.869010468,0.789786396
2.478,400,0.1,3400,0.195079461,7.98E-05,12.75187937,0.370831596,0.809710553,11.94216882,0.890573617,0.770234841
2.124,400,0.1,3400,0.203852183,1.46E-05,12.39193905,0.325035507,0.86775032,11.52418873,0.91041258,0.745367628
1.77,400,0.1,3400,0.214846077,1.40E-06,11.91253444,0.277208049,0.936696602,10.97583784,0.928590643,0.713011685
1.416,400,0.1,3400,0.229293694,4.33E-08,11.24475192,0.227089006,1.016799684,10.22795223,0.945277545,0.669314982
1.062,400,0.1,3400,0.249714876,1.48E-10,10.25139404,0.174245893,1.104631817,9.146762219,0.960693189,0.607101208
0.708,400,0.1,3400,0.282470866,2.20E-15,8.627398007,0.118060593,1.178081195,7.449316811,0.975062425,0.511984645
0.354,400,0.1,3400,0.351973956,1.30E-29,5.593042671,0.057760396,1.108539804,4.484502866,0.988579807,0.353334576
5.31,400,0.025,3700,0.157723103,0.247842649,10.32103259,0.438156454,0.742853353,9.578179232,0.479502152,0.633021111
4.956,400,0.025,3700,0.160739207,0.228161302,10.52867435,0.427315676,0.759022885,9.769651465,0.495652864,0.644950891
4.602,400,0.025,3700,0.164053252,0.207478296,10.73838336,0.415316243,0.776400143,9.961983216,0.513362972,0.656881027
4.248,400,0.025,3700,0.167721793,0.185799324,10.9472063,0.401961954,0.795170465,10.15203584,0.53286821,0.668606459
3.894,400,0.025,3700,0.171818166,0.163174179,11.15063512,0.387012849,0.815573114,10.33506201,0.554448831,0.67982192
3.54,400,0.025,3700,0.176439614,0.139723037,11.34183028,0.370173524,0.837927763,10.50390252,0.578437303,0.690073736
3.186,400,0.025,3700,0.181718539,0.115676729,11.51041401,0.351079943,0.862676602,10.6477374,0.605224598,0.698686095
2.832,400,0.025,3700,0.187841081,0.091435834,11.64057847,0.329283846,0.890454595,10.75012387,0.63526156,0.704647497
2.478,400,0.025,3700,0.195079461,0.067654374,11.70807691,0.304240095,0.92220462,10.78587229,0.669047106,0.706434828
2.124,400,0.025,3700,0.203852183,0.045342641,11.67535042,0.275301445,0.959354352,10.71599607,0.707084167,0.701737968
1.77,400,0.025,3700,0.214846077,0.025950121,11.48347777,0.241747703,1.004021364,10.47945641,0.749768024,0.687033506
1.416,400,0.025,3700,0.229293694,0.011278528,11.03811379,0.202884513,1.058888725,9.979225064,0.797145177,0.656914928
1.062,400,0.025,3700,0.249714876,0.002837358,10.18089637,0.158278538,1.124733304,9.056163065,0.848483258,0.602946615
0.708,400,0.025,3700,0.282470866,0.000184268,8.609879611,0.108089717,1.184731129,7.425148483,0.901844904,0.511005879
0.354,400,0.025,3700,0.351973956,5.37E-08,5.586438504,0.052988307,1.110556454,4.47588205,0.954631543,0.353015802
5.31,400,0.1,3700,0.157723103,0.014640752,13.76895504,0.613348421,0.640569926,13.12838511,0.713536595,0.84626264
4.956,400,0.1,3700,0.160739207,0.010427535,13.75621011,0.586119625,0.638726519,13.11748359,0.737475028,0.844444228
4.602,400,0.1,3700,0.164053252,0.007026714,13.71820115,0.556855183,0.6419001,13.07630105,0.761631699,0.840928524
4.248,400,0.1,3700,0.167721793,0.004420231,13.65213934,0.525557394,0.650941283,13.00119806,0.785738131,0.835524794
3.894,400,0.1,3700,0.171818166,0.002549377,13.55497672,0.492269007,0.666651846,12.88832487,0.80949683,0.828024402
3.54,400,0.1,3700,0.176439614,0.001315032,13.42304227,0.457064992,0.689743005,12.73329927,0.832601521,0.818178548
3.186,400,0.1,3700,0.181718539,0.000585621,13.25131535,0.420040514,0.720818243,12.53049711,0.854766555,0.805654428
2.832,400,0.1,3700,0.187841081,0.000213699,13.03213501,0.381285143,0.760407978,12.27172704,0.8757595,0.789958331
2.478,400,0.1,3700,0.195079461,5.89E-05,12.75293953,0.340850278,0.80906436,11.94387517,0.895431723,0.770304257
2.124,400,0.1,3700,0.203852183,1.07E-05,12.39232715,0.298712884,0.867501505,11.52482564,0.913737892,0.745393249
1.77,400,0.1,3700,0.214846077,1.02E-06,11.91268653,0.254743077,0.936601015,10.97608552,0.930732471,0.713021704
1.416,400,0.1,3700,0.229293694,3.17E-08,11.24482686,0.208680765,1.016756825,10.22807003,0.946547285,0.669319791
1.062,400,0.1,3700,0.249714876,1.08E-10,10.25143719,0.160119592,1.104610276,9.146826916,0.961353238,0.607103841
0.708,400,0.1,3700,0.282470866,1.62E-15,8.6274219,0.108488715,1.178071332,7.449350568,0.97532986,0.511985988
0.354,400,0.1,3700,0.351973956,9.82E-30,5.593051287,0.053077237,1.108537181,4.484514106,0.988636235,0.353334986
5.31,400,0.025,4000,0.157723103,0.240488783,10.43144341,0.410662406,0.737349837,9.694093572,0.487329097,0.639861491
4.956,400,0.025,4000,0.160739207,0.221123004,10.63426495,0.400186742,0.753470326,9.880794622,0.503441884,0.651485633
4.602,400,0.025,4000,0.164053252,0.200811126,10.83834362,0.388619127,0.770825457,10.06751817,0.521080735,0.663059857
4.248,400,0.025,4000,0.167721793,0.179566524,11.04061951,0.375778919,0.789610849,10.25100866,0.540472104,0.674372669
3.894,400,0.025,4000,0.171818166,0.157446767,11.23647823,0.361446154,0.810079449,10.42639878,0.56188438,0.685112461
3.54,400,0.025,4000,0.176439614,0.13457896,11.41898774,0.345351335,0.832568969,10.58641877,0.585634929,0.694820184
3.186,400,0.025,4000,0.181718539,0.111198202,11.57771715,0.327164089,0.857544902,10.72017224,0.612095737,0.702817223
2.832,400,0.025,4000,0.187841081,0.087703399,11.69689028,0.306479923,0.885671132,10.81121914,0.641694418,0.70809468
2.478,400,0.025,4000,0.195079461,0.064735298,11.7524532,0.282809989,0.917923417,10.83452979,0.674903033,0.709142167
2.124,400,0.025,4000,0.203852183,0.043270466,11.70731911,0.255577723,0.955759269,10.75155984,0.712197361,0.703679626
1.77,400,0.025,4000,0.214846077,0.024692777,11.50346709,0.224146162,1.001303544,10.50216355,0.753954875,0.688239919
1.416,400,0.025,4000,0.229293694,0.010699967,11.04796374,0.187905447,1.057180868,9.990782874,0.800236267,0.657503481
1.062,400,0.025,4000,0.249714876,0.002684269,10.18405822,0.146476499,1.123978619,9.060079604,0.850397455,0.603131934
0.708,400,0.025,4000,0.282470866,0.000174002,8.610364346,0.099992302,1.184565435,7.42579891,0.902705741,0.511032872
0.354,400,0.025,4000,0.351973956,5.08E-08,5.586485785,0.04901477,1.110541954,4.475943831,0.954819947,0.353018097
5.31,400,0.1,4000,0.157723103,0.011877446,13.82343672,0.571649386,0.621355455,13.20208126,0.73252303,0.849739202
4.956,400,0.1,4000,0.160739207,0.008397178,13.79747547,0.545366062,0.623368181,13.17410729,0.754557218,0.847080482
4.602,400,0.1,4000,0.164053252,0.005617191,13.74796634,0.5173687,0.630158364,13.11780797,0.776688992,0.842832807
4.248,400,0.1,4000,0.167721793,0.003508312,13.67237346,0.48766922,0.64243966,13.0299338,0.798701811,0.836821652
3.894,400,0.1,4000,0.171818166,0.002009552,13.5677729,0.456306494,0.660893939,12.90687896,0.820362668,0.828846464
3.54,400,0.1,4000,0.176439614,0.001029906,13.43045174,0.423337315,0.686151184,12.74430056,0.841437562,0.818656038
3.186,400,0.1,4000,0.181718539,0.000455952,13.25517297,0.388825923,0.718792308,12.53638066,0.861713184,0.80590413
2.832,400,0.1,4000,0.187841081,0.000165521,13.03391066,0.352823269,0.759394428,12.27451624,0.881019645,0.790073984
2.478,400,0.1,4000,0.195079461,4.54E-05,12.75366164,0.315342286,0.808619012,11.94504262,0.899251509,0.770351688
2.124,400,0.1,4000,0.203852183,8.26E-06,12.39260173,0.276330587,0.867324246,11.52527748,0.916381168,0.745411431
1.77,400,0.1,4000,0.214846077,7.84E-07,11.91280087,0.235645323,0.936529097,10.97627178,0.93245561,0.713029248
1.416,400,0.1,4000,0.229293694,2.43E-08,11.24488621,0.193032922,1.016722892,10.22816332,0.94758134,0.669323601
1.062,400,0.1,4000,0.249714876,8.33E-11,10.25147239,0.148111938,1.104592708,9.146879683,0.961897135,0.607105988
0.708,400,0.1,4000,0.282470866,1.26E-15,8.627441743,0.100352524,1.17806314,7.449378603,0.975552717,0.511987103
0.354,400,0.1,4000,0.351973956,7.76E-30,5.59305854,0.049096534,1.108534973,4.484523566,0.988683762,0.353335331
